Date,index,Apple,market return,Apple return
3/2/2015,2117.389893,127.97376,0.006124919,0.004904168
3/3/2015,2107.780029,128.241429,-0.004538542,0.002091593
3/4/2015,2098.530029,127.428512,-0.004388503,-0.006338958
3/5/2015,2101.040039,125.316941,0.00119608,-0.016570632
3/6/2015,2071.26001,125.505293,-0.014173946,0.001503005
3/9/2015,2079.429932,126.040624,0.003944421,0.004265406
3/10/2015,2044.160034,123.433369,-0.01696133,-0.020685831
3/11/2015,2040.23999,121.182993,-0.00191768,-0.018231504
3/12/2015,2065.949951,123.373882,0.01260144,0.018079179
3/13/2015,2053.399902,122.521318,-0.006074711,-0.006910409
3/16/2015,2081.189941,123.869559,0.013533671,0.011004134
3/17/2015,2074.280029,125.94149,-0.003320174,0.016726717
3/18/2015,2099.5,127.359126,0.012158422,0.011256306
3/19/2015,2089.27002,126.397512,-0.004872579,-0.007550413
3/20/2015,2108.100098,124.811349,0.009012755,-0.012549005
3/23/2015,2104.419922,126.110019,-0.001745731,0.010405063
3/24/2015,2091.5,125.594518,-0.006139422,-0.004087709
3/25/2015,2061.050049,122.313135,-0.014558906,-0.026126801
3/26/2015,2056.149902,123.165699,-0.0023775,0.006970339
3/27/2015,2061.02002,122.184262,0.002368562,-0.007968428
3/30/2015,2086.23999,125.277286,0.012236645,0.025314422
3/31/2015,2067.889893,123.354058,-0.008795775,-0.015351769
4/1/2015,2059.689941,123.175615,-0.003965372,-0.001446592
4/2/2015,2066.959961,124.236362,0.003529667,0.008611664
4/6/2015,2080.620117,126.248807,0.006608815,0.016198518
4/7/2015,2076.330078,124.920398,-0.002061904,-0.010522151
4/8/2015,2081.899902,124.51394,0.002682533,-0.003253736
4/9/2015,2091.179932,125.465638,0.004457481,0.007643305
4/10/2015,2102.060059,126.000969,0.005202865,0.004266754
4/13/2015,2092.429932,125.753131,-0.004581281,-0.001966953
4/14/2015,2095.840088,125.207891,0.001629759,-0.004335797
4/15/2015,2106.629883,125.683737,0.005148196,0.003800447
4/16/2015,2104.98999,125.079011,-0.000778444,-0.00481149
4/17/2015,2081.179932,123.671291,-0.011311245,-0.011254646
4/20/2015,2100.399902,126.496646,0.009235131,0.022845682
4/21/2015,2097.290039,125.812617,-0.001480605,-0.005407487
4/22/2015,2107.959961,127.507823,0.00508748,0.013474054
4/23/2015,2112.929932,128.548746,0.002357716,0.008163601
4/24/2015,2117.689941,129.153472,0.0022528,0.004704254
4/27/2015,2108.919922,131.502974,-0.004141314,0.018191551
4/28/2015,2114.76001,129.43105,0.002769232,-0.01575572
4/29/2015,2106.850098,127.527654,-0.003740336,-0.014705868
4/30/2015,2085.51001,124.067834,-0.010128907,-0.027129959
5/1/2015,2108.290039,127.834971,0.010923002,0.030363527
5/4/2015,2114.48999,127.587133,0.002940749,-0.001938734
5/5/2015,2089.459961,124.712215,-0.011837384,-0.022532978
5/6/2015,2080.149902,123.929045,-0.004455725,-0.006279818
5/7/2015,2088,124.695574,0.003773814,0.006185225
5/8/2015,2116.100098,127.04494,0.013457901,0.018840813
5/11/2015,2105.330078,125.750795,-0.005089561,-0.010186514
5/12/2015,2099.120117,125.302826,-0.002949638,-0.003562355
5/13/2015,2098.47998,125.442195,-0.000304955,0.001112257
5/14/2015,2121.100098,128.368942,0.010779287,0.02333144
5/15/2015,2122.72998,128.18976,0.000768414,-0.001395836
5/18/2015,2129.199951,129.60336,0.003047948,0.011027402
5/19/2015,2127.830078,129.483905,-0.000643375,-0.000921697
5/20/2015,2125.850098,129.473941,-0.000930516,-7.70E-05
5/21/2015,2130.820068,130.797949,0.002337874,0.010226058
5/22/2015,2126.060059,131.942761,-0.002233886,0.008752523
5/26/2015,2104.199951,129.035921,-0.01028198,-0.022031068
5/27/2015,2123.47998,131.445014,0.009162641,0.018669941
5/28/2015,2120.790039,131.186191,-0.001266761,-0.001969059
5/29/2015,2107.389893,129.69295,-0.006318469,-0.011382608
6/1/2015,2111.72998,129.951773,0.002059461,0.00199566
6/2/2015,2109.600098,129.3744,-0.001008596,-0.004442979
6/3/2015,2114.070068,129.533668,0.002118871,0.001231063
6/4/2015,2095.840088,128.777098,-0.008623167,-0.005840721
6/5/2015,2092.830078,128.07029,-0.001436183,-0.005488616
6/8/2015,2079.280029,127.22413,-0.00647451,-0.006606997
6/9/2015,2080.149902,126.845837,0.000418353,-0.002973438
6/10/2015,2105.199951,128.299265,0.012042425,0.011458224
6/11/2015,2108.860107,128.010563,0.001738626,-0.002250223
6/12/2015,2094.110107,126.596964,-0.0069943,-0.011042831
6/15/2015,2084.429932,126.34809,-0.004622572,-0.001965877
6/16/2015,2096.290039,127.025026,0.005689856,0.005357707
6/17/2015,2100.439941,126.726383,0.001979641,-0.002351056
6/18/2015,2121.23999,127.303763,0.009902711,0.004556115
6/19/2015,2109.98999,126.029532,-0.005303502,-0.010009374
6/22/2015,2122.850098,127.034983,0.006094867,0.0079779
6/23/2015,2124.199951,126.457595,0.000635868,-0.00454511
6/24/2015,2108.580078,127.53273,-0.007353297,0.008501941
6/25/2015,2102.310059,126.925478,-0.002973574,-0.004761538
6/26/2015,2101.610107,126.178858,-0.000332944,-0.005882349
6/29/2015,2057.639893,123.96886,-0.020922156,-0.017514804
6/30/2015,2063.110107,124.864806,0.002658489,0.007227186
7/1/2015,2077.419922,126.029532,0.00693604,0.009327897
7/2/2015,2076.780029,125.870257,-0.000308023,-0.001263791
7/6/2015,2068.76001,125.432238,-0.003861757,-0.003479925
7/7/2015,2081.340088,125.123637,0.006080975,-0.002460301
7/8/2015,2046.680054,122.017693,-0.016652749,-0.024823
7/9/2015,2051.310059,119.528958,0.002262203,-0.020396509
7/10/2015,2076.620117,122.724493,0.012338485,0.0267344
7/13/2015,2099.600098,125.093773,0.011066049,0.019305682
7/14/2015,2108.949951,125.043995,0.004453159,-0.000397925
7/15/2015,2107.399902,126.248542,-0.000734986,0.009632986
7/16/2015,2124.290039,127.930922,0.008014681,0.013325936
7/17/2015,2126.639893,129.035921,0.001106183,0.008637466
7/20/2015,2128.280029,131.474893,0.000771234,0.018901496
7/21/2015,2119.209961,130.160834,-0.004261689,-0.009994752
7/22/2015,2114.149902,124.655753,-0.00238771,-0.042294451
7/23/2015,2102.149902,124.596026,-0.00567604,-0.000479136
7/24/2015,2079.649902,123.938997,-0.010703328,-0.005273274
7/27/2015,2067.639893,122.216789,-0.005775015,-0.01389561
7/28/2015,2093.25,122.824041,0.012386154,0.004968646
7/29/2015,2108.570068,122.435799,0.007318795,-0.003160961
7/30/2015,2108.629883,121.818597,2.84E-05,-0.005041026
7/31/2015,2103.840088,120.753419,-0.00227152,-0.008743969
8/3/2015,2098.040039,117.906306,-0.002756887,-0.023577908
8/4/2015,2093.320068,114.123426,-0.002249705,-0.03208378
8/5/2015,2099.840088,114.880003,0.003114679,0.006629463
8/6/2015,2083.560059,115.129997,-0.007752985,0.002176132
8/7/2015,2077.570068,115.519997,-0.002874883,0.003387475
8/10/2015,2104.179932,119.720001,0.012808167,0.036357376
8/11/2015,2084.070068,113.489998,-0.009557103,-0.052038113
8/12/2015,2086.050049,115.239998,0.000950055,0.015419861
8/13/2015,2083.389893,115.150002,-0.001275212,-0.000780944
8/14/2015,2091.540039,115.959999,0.003911964,0.007034277
8/17/2015,2102.439941,117.160004,0.005211424,0.010348439
8/18/2015,2096.919922,116.5,-0.00262553,-0.005633356
8/19/2015,2079.610107,115.010002,-0.008254877,-0.012789682
8/20/2015,2035.72998,112.650002,-0.02110017,-0.020519954
8/21/2015,1970.890015,105.760002,-0.031850965,-0.061162893
8/24/2015,1893.209961,103.120003,-0.039413693,-0.024962169
8/25/2015,1867.609985,103.739998,-0.013521995,0.006012364
8/26/2015,1940.51001,109.690002,0.039033859,0.057354965
8/27/2015,1987.660034,112.919998,0.024297748,0.029446585
8/28/2015,1988.869995,113.290001,0.000608736,0.003276683
8/31/2015,1972.180054,112.760002,-0.00839167,-0.00467825
9/1/2015,1913.849976,107.720001,-0.029576447,-0.044696709
9/2/2015,1948.859985,112.339996,0.018292975,0.042888925
9/3/2015,1951.130005,110.370003,0.001164794,-0.01753599
9/4/2015,1921.219971,109.269997,-0.015329596,-0.00996653
9/8/2015,1969.410034,112.309998,0.025083053,0.027821004
9/9/2015,1942.040039,110.150002,-0.01389756,-0.019232446
9/10/2015,1952.290039,112.57,0.005277955,0.021970022
9/11/2015,1961.050049,114.209999,0.004487043,0.014568704
9/14/2015,1953.030029,115.309998,-0.004089656,0.009631372
9/15/2015,1978.089966,116.279999,0.012831312,0.008412115
9/16/2015,1995.310059,116.410004,0.008705414,0.001118034
9/17/2015,1990.199951,113.919998,-0.00256106,-0.021389966
9/18/2015,1958.079956,113.449997,-0.016139079,-0.004125711
9/21/2015,1966.969971,115.209999,0.00454017,0.01551346
9/22/2015,1942.73999,113.400002,-0.01231843,-0.015710416
9/23/2015,1938.76001,114.32,-0.002048643,0.008112857
9/24/2015,1932.23999,115,-0.003362985,0.005948216
9/25/2015,1931.339966,114.709999,-0.000465793,-0.002521748
9/28/2015,1881.77002,112.440002,-0.02566609,-0.019789007
9/29/2015,1884.089966,109.059998,0.001232853,-0.030060512
9/30/2015,1920.030029,110.300003,0.019075556,0.011369934
10/1/2015,1923.819946,109.580002,0.001973884,-0.006527661
10/2/2015,1951.359985,110.379997,0.014315289,0.007300557
10/5/2015,1987.050049,110.779999,0.018289841,0.003623863
10/6/2015,1979.920044,111.309998,-0.003588236,0.004784248
10/7/2015,1995.829956,110.779999,0.008035634,-0.004761468
